,n_counts,Age,batch,_scvi_batch,_scvi_labels,_scvi_local_l_mean,_scvi_local_l_var
SRR7408400,492781.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408401,804769.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408404,1562686.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408413,707476.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408414,1402388.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408418,247591.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408422,1864863.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408424,745396.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408426,669170.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408427,1001888.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408433,498988.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408437,643231.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408438,849453.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408444,817225.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408446,1219047.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408448,946542.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408449,654765.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408454,646653.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408458,865913.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408460,1317636.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408461,1305690.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408462,891318.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408470,1017495.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408472,1372974.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408473,1050368.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408474,1001065.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408475,1033846.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408482,676446.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408483,399115.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408485,1992789.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408486,846613.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408487,716850.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408493,550199.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408494,810046.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408498,446316.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408517,568273.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408518,631329.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408519,863884.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408520,1157351.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408521,1604992.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408522,858557.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408523,1441759.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408524,939359.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408525,1405790.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408526,1291381.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408527,727677.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408528,632056.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408529,1141653.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408530,1401122.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408531,2276250.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408532,2423430.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408533,1814629.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408534,1039930.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408535,968905.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408536,901115.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408537,846160.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408538,1199176.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408539,1073450.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408540,1590825.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408541,2219879.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408542,1886128.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408543,1434640.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408544,1397664.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408545,1388169.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408546,1612903.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408547,1161498.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408548,1465537.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408549,3477693.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408550,2170136.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408551,2311067.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408552,1281628.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408553,1232023.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408554,2472699.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408555,1195864.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408556,1485068.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408557,1322611.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408558,2645686.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408559,3388556.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408560,1581454.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408561,2257095.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408562,1878201.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408564,579338.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408566,1187215.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408567,1958905.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408569,2003839.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408570,1704555.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408571,1947731.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408572,2563955.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408573,844262.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408574,1804688.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408575,1173804.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408576,2524215.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408577,3129900.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408578,2562235.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408579,2837695.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408580,2436578.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408581,1453323.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408582,1322383.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408583,1007970.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408584,1054154.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408585,1388579.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408586,1353719.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408587,1746725.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408588,1831201.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408589,1039807.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408590,1947534.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408591,1784173.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408592,1453198.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408593,2386812.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408594,2223573.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408595,2547763.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408596,2751989.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408597,2006035.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408598,1916930.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408599,2128628.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408600,2094398.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408601,2268077.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408602,2356998.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408603,2672471.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408604,2174537.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408605,2128219.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408606,2249951.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408607,2094242.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408608,1476158.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408609,1558601.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408610,2552108.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408611,2244863.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408612,1849299.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408613,2649210.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408614,2608500.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408615,2262465.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408616,2883776.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408617,2163080.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408618,2812595.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408619,2410237.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408620,2065281.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408621,1480484.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408622,1526818.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408623,1578321.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408624,1427901.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408625,1725411.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408626,2261713.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408627,2491814.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408628,1552144.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408629,1875590.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408630,2206123.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408632,5208644.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408633,2229495.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408634,2108589.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408635,2444396.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408636,1636002.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408637,2150145.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408639,1959348.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408640,2382846.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408641,1895501.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408642,1570177.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408643,1256933.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408644,2274091.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408645,2728240.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408646,1842155.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408647,1452733.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408648,2968148.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408649,1529547.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408650,2153209.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408651,2839365.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408652,2201275.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408654,1951185.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408655,2490980.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408656,1815927.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408657,2370895.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408658,2378437.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408659,1808832.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408660,2030391.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408661,2100879.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408662,2961814.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408663,3245748.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408664,2135348.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408665,1678037.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408666,2382004.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408667,2489408.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408668,2466265.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408669,1968661.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408670,2115833.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408671,2135577.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408672,2393338.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408673,1865282.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408674,2097865.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408675,1533702.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408676,3193285.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408677,2619076.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408679,2747544.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408680,1298355.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408681,2702503.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408682,2726358.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408683,2118439.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408684,1538977.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408685,3151225.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408686,2296332.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408687,825118.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408688,1867186.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408689,2024257.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408690,2551162.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408691,2870038.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408692,2322663.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408693,1987771.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408694,2720453.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408695,2591361.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408696,2860770.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408697,2493387.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408698,1516156.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408699,2354724.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408700,2673917.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408701,2551326.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408702,2189191.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408703,1725998.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408704,2187832.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408705,2368187.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408706,1277177.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408707,1998104.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408708,2890271.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408709,1825843.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408710,2535793.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408711,1858459.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408712,2080960.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408713,2500767.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408714,2222683.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408715,2615539.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408716,2098418.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408717,2101783.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408718,1690386.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408719,1891977.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408720,2290309.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408721,2012809.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
SRR7408722,1731340.0,embryonic day 13.5,0,0,0,12.958784103393555,0.21840500831604004
